id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
5821f09d-b885-4a26-ba0c-683b930fecf3-3595000,5821f09d-b885-4a26-ba0c-683b930fecf3,home Østerbro - Ndr. Frihavnsgade,12.58839,55.70738,EPSG4326,Herninggade,5,3,2100,København Ø,64,3595000,2,1,condo,Flot og veldisponeret lejlighed med altan på Indre Østerbro,"Fin og rummelig 2V’er med attraktiv beliggenhed på Østerbro. På Herninggade 5 har vi glæden af at udbyde denne skønne tredjesals lejlighed, der med sin gode indretning og centrale placering henvender sig til par og singler i alle aldre. Lejligheden er desuden delevenlig og velegnet som forældrekøb.
I løbet af sommeren 2022 vil facaden blive renoveret og vinduer blive udskiftet. Boligen har en god rumfordeling, hvor alle værelser kan tilgås fra entréen og fremtræder klar til indflytning med store",2022-08-21
8cc3108d-3abb-4e59-9474-68764085390c-2598000,8cc3108d-3abb-4e59-9474-68764085390c,home Christianshavn,12.591386,55.671528,EPSG4326,Dronningensgade,42,2,1420,København K,47,2598000,1,2,condo,Fin og lys lejlighed i hjertet af Christianshavn,"Velkommen indenfor på Dronningensgade 42; denne hyggelige og indflytningklare lejlighed centralt på Christianshavn henvender sig særligt til singlen eller parret, som ønsker sig en fredelig residens i en charmerende og historisk del af København.

Fra fordelingsentréen kan alle boligens rum tilgås og her venter jer 47 velindrettede kvadratmeter fordelt på et rummeligt opholdsrum, et køkken og et badeværelse. I lejlighedens lyse entré finder I et indbygget skab med god plads til opbevaring. Herfr",2022-08-21
c49a9a71-2e23-439d-bfb8-d00bf7880915-2890000,c49a9a71-2e23-439d-bfb8-d00bf7880915,danbolig Nørrebro - Brdr. Bjørn Bredo,12.547498,55.702965,EPSG4326,Hamletsgade,4,4,2200,København N,60,2890000,2,2,condo,Vestvendt altan. Elevator. Øverst uden overboer. Nabo til metro,"Vestvendt altan. Elevator. Øverst uden overboer. Nabo til metro

LEJLIGHED: Her udbydes for en sjælden gangs skyld, en af lejlighederne med de store altaner på den øverste etage. Der vil altid vælte masser af lys ind gennem de store vinduespartier, ligesom du aldrig nogensinde generes af trampende naboer ovenpå. Fred og lys - en luksuriøsitet centralt i København!
Som den første lejlighed på svalegangen har man elevatoren lige ved døren og derfra kan du træde ind i lejlighedens lyse køkken, hvor",2022-08-21
cbbf0f6e-7c90-498f-9763-21f78293df0a-8245000,cbbf0f6e-7c90-498f-9763-21f78293df0a,"EDC Poul Erik Bech, Valby og Sydhavnen",12.481844,55.666798,EPSG4326,Solskrænten,47,,2500,Valby,181,8245000,6,2,villa,Smuk og spændende murermestervilla med fantastisk beliggenhed i Hanssted Kvarteret,"Åbent hus med tilmeldingskrav 22/8 - klik på billede - Hvis I ønsker en skøn murermestervilla midt i Hanssted Kvarteret med et væld af smukke originale detaljer og skøn have, så læs videre:Villaen, opført i 1925, er beliggende i Hanssted Kvarteret, som er et af de mest efterspurgte villakvarterer i Valby med alt inden for kort afstand. Det er et yderst børnevenligt kvarter med masser af legende børn på vejene, fuglekvidren og godt naboskab. Inden for få minutter findes flere børneinstitutioner samt Vigerslevparken med fodboldbaner og Damhussøen med løberuter. I nærområdet er der indkøbsmuligheder, byens bedste og hyggeligste økologiske bager, take-away og offentlig transport i form af busser samt S-tog ved Danshøj og Hvidovre Station, ligesom det kun tager ca. 20 min. at cykle ind til Rådhuspladsen. Hanssted Skole ligger få minutters gang fra huset.En villa som denne finder I meget få af i Valby. Størrelsen og stilen på huset er en sjælden kombination. Stemningen er helt speciel, og hvis det skal være Jeres kommende hjem, så er det fordi I sætter stor pris på klassiske og originale detaljer, men ligeledes finder den spændende tilbygning interessant. Den giver huset en ekstra dimension og gør, at stueplan er langt større end de fleste villaer. Villaen består af 3 etager – i alt 211 etagekvadratmeter. Stueetagen indeholder: God entré med svungen trappe. Separat toilet og badeværelse. Ældre køkken med mulighed for at åbne op til køkken-alrum (se alternativ planløsning). 2 smukke stuer en-suite, hvor den ene eller begge sagtens kan benyttes til soveværelser. Stor tilbygning i to niveauer, mange indretningsmuligheder, pejs, kæmpe vinduespartier og flere udgange. Her vil I opleve, at ude bliver til inde, og haven vil blive en stor del af huset. 1 salen indeholder 2 store soveværelser, men vil sagtens kunne ændres, så der kommer 3 soveværelser eller 2 soveværelser og et badeværelse – se alternativ plantegning.Kælderen har en god loftshøjde og indeholder: Stort badeværelser samt 3 gode disponible rum. En etage, som kunne være perfekt til teenageren. Ejendommen er fra 1925 bygget i røde mursten med tegltag. Villaen har en af de absolut hyggeligste haver i området med smuk beplantning, mange fine rum og terrasser alt efter om man ønsker sol eller skygge.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2022-08-21
c0801e79-2e15-488c-9615-b8fba5e29925-4454319,c0801e79-2e15-488c-9615-b8fba5e29925,home Nørrebro,12.560655,55.693703,EPSG4326,Møllegade,38,4,2200,København N,125.5,4454319,4,2,cooperative,UNIK 2-PLANS LEJLIGHED MED UDSIGT OVER DE GAMLES BY,"En sjælden perle har netop fundet vej til boligmarkedet. Vi taler om andelsboligen på Møllegade 38, 4. tv., som ikke blot ligger øverst oppe, eller har en af Nørrebros mest misundelsesværdige adresser. Den er i to etager, har billig boligafgift og er så at sige lidt af et catch for dem, der drømmer om en eksklusiv lejlighed i byen på budget.

Lad os først og fremmest kigge på rumfordelingen. Underetagen samler entré, køkken, alrum og stue i forlængelse af hinanden med særligt mange vinduer i køk",2022-08-21
5cf62f72-0b8a-4249-bd11-ef4a038687fe-6895000,5cf62f72-0b8a-4249-bd11-ef4a038687fe,Estate Frederiksberg C - Gammel Kongevej ApS,12.582201,55.66679,EPSG4326,Weidekampsgade,41,2,2300,København S,108,6895000,4,2,condo,,"Admiralens gård er beliggende i starten af Islands Brygge tæt på Metro, Havnebad, og et charmerende cafémiljø. Dog er ejendommen fint tilbagetrukket, således det er nemt at tilvælge eller fravælge det pulserende Bryggenliv. Ejendommen er med de delvist indbyggede og dybe altaner, samt et helt enestående gårdhavemiljø, som er blandt de absolut mest vellykkede bebyggelser på Islands Brygge.  Lejligheden er veldisponeret med 3 gode regulære værelser foruden det fantastiske og meget lyse køkkenalrum. Fra køkkenalrummet er der udgang til lejlighedens 2 store altaner der er delvist overdækket og derfor giver ekstra gode anvendelsesmuligheder forår og efterår. Den største altan ligger ud fra køkkenet mod gårdhaven der er i en klasse for sig. En stor åben grøn have med en næsten helt ny legeplads til de mindste, bålplads og fine borde og bænkeområder. De 3 værelser ligger alle med indgang fra alrummet i hver deres hjørne af lejligheden. Masterbedroom er et meget stort værelse med god plads til garderobe eller evt. etablering af walk-in. De to andre værelser er ""tvillingeværelser"" med fin plads og oplagte som børneværelser eller kontor. Fra hoveddøren kommer man ind i en rummelig entré med indbyggede skabe og adgang til lejligheds store badeværelse ""med det hele"".     Alt i alt en perfekt lejlighed til den kvalitetsbevidste køber der søger et godt udemiljø i form af gode altaner og gode fællesarealer. Oplagt til den lille børnefamilie. OBS: Der er mulighed for tilkøb af p-plads i p-kælder med nem adgang til elevator. Pris 200.000 kr.",2022-08-21
9cf5c14d-3759-4b64-9683-9b5316583394-2974132,9cf5c14d-3759-4b64-9683-9b5316583394,Min Bolighandel Vesterbro & Valby,12.543332,55.664764,EPSG4326,Stenderupgade,4,2,1738,København V,79,2974132,3,2,cooperative,Charmerende 3 værelses lejlighed i én af Vesterbros ældste andelsboligforeninger,"DELEVENLIG ANDEL I ÉN AF VESTERBROS ÆLDSTE ANDELSFORENINGER - TIL OPDATERINGPå en ensrettet og stille gade midt på Vesterbro står en delevenlig og lys treværelses lejlighed og venter på de studerende, på parret med eller uden børn eller blot på dem, der elsker at bo i byen - roligt, men stadig tæt på alt!Lejligheden: I kommer til at flytte ind i én af Vesterbros ældste andelsforeninger, hvor I først tages imod af en pæn og bred opgang og herefter kan følge de smaragdgrønne trappetrin til anden sal, hvor I til højre finder hoveddøren til jeres hjem. I mødes af en lejlighed på 74 kvm, hvor I via fordelingsentréen kan besøge både køkken, badeværelse, værelse og de to stuer en suite. Hjemmet har tidligere huset en ældre dame og kræver derfor en opdatering. Planløsningen er god og detaljerne er fine. Stuerne skal i denne sammenhæng nævnes, for her mærkes den herskabelige stemning tydeligt. Disse indrettes med plankegulve, stuk- og rosetlofter samt sprossede og brede vinduespartier i begge rum, der adskilles af en bred åbning. Her venter uden tvivl et kæmpe potentiale.Ejendommen:Ejendommen er opført i 1906, men er dog siden blevet opdateret med ny bygningsfacade i 2020/2021 samt nye dørtelefoner og nye vinduer i hele ejendommen. Det, der naturligt følger med ved at bo i en ældre andelsforening, er nemlig også goderne ved en initiativrig forening med sund økonomi - og det får I uden tvivl her. Til ejendommen følger til sidst en stor gård, et fælles festlokale, en cykelkælder og et værksted.Område:I placeres midt på Vesterbro mellem Enghave Plads- og Carlsberg Metrostation men på en ensrettet og stille gade tilbagetrukket fra byens pulserende miljø. Bekymre jer derfor ikke over megen bilstøj eller larm fra gaden, for det kan I helt selv vælge at gå til og fra. Der er nemlig ikke mere end 50-100 meter til både Sønder Boulevard og Enghavevej, hvor I kan nyde godt af et rigt udvalg af både caféer, barer, fine nichebutikker og et rigt kulturliv. Har I brug for en pause i den travle hverdag, så sving forbi den lokale kaffebar og besøg herefter de grønne områder i Enghaveparken, som ligger nærmest lige i baghaven. Det er også her, I nemt kan hoppe på metroen og hurtigt komme til og fra studie, venner eller arbejde i hele København.Foran jer ligger muligheden for at få en sjælfuld lejlighed med stort opdateringspotentiale og en adresse midt på det pulserende Vesterbro tilbagetrukket fra støj og larm. Velkommen indenfor!Ansvarlig ejendomsmægler: Nicolas Morille Går du også i salgstanker? Kontakt MIN BOLIGHANDEL for en uforpligtende salgsvurdering på 50 90 12 45",2022-08-21
fe612168-4437-4aaa-ac77-f5eaf4a077c2-1845000,fe612168-4437-4aaa-ac77-f5eaf4a077c2,Estaldo ApS,12.590159,55.637142,EPSG4326,Kongelundsvej,71C,1,2300,København S,46,1845000,1,2,condo,Charmerende lejlighed med skønt lysindfald på Amager,"Centralt placeret med kort til Indre by såvel som Københavns Universitet finder I her på Kongelundsvej 71C denne lyse, charmerende lejlighed på 1. sal. Fra jeres base her på Amager har I hele hovedstaden i jeres hule hånd, og I vil glæde jer over beliggenheden hver dag. Velkommen til! Entréen tager imod jer med flot plads til at komme af med overtøjet og lande i hjemmet. Herfra har I adgang til lejlighedens badeværelse med god plads og badekar med bruseophæng. Fra entréen bevæger I jer ind i den store, lyse stue, der tilsmiles af et fantastisk lysindfald takket være den franske altan og de gode vinduer, der giver jer udsigt over grønne trætoppe og byens tage uden direkte genboer. Ved siden af har I køkkenet, med super udsigt og plads til en mindre spiseplads, mens her også er prioriteret hverdagsluksus i form af egen vaskemaskine. Det er muligt at omdanne lejligheden til en 2 værelses. I kan nyde de fælles grønne arealer ved ejendommen samt gratis p-plads og gode fællesfaciliteter. Der er dørtelefon til opgangen, der i øvrigt er velholdt med terrazzogulv og affaldsskakt, ligesom der er cykel- og vaskekælder i ejendommen. I finder et bredt udvalg af indkøbsmuligheder i jeres nye nærområde, og med jeres placering midt mellem Royal Arena og DR’s koncerthus får I gode muligheder for at opleve såvel en pulserende storbystemning, som studiemiljøer, kulturelle begivenheder og grønne områder indenfor en relativ kort afstand. Bussen kører lige fra ejendommen til Rådhuspladsen. Og Kun 7 minutters gang fra lejligheden kan metroen tage jer til Islands Brygge, Kgs. Nytorv eller Nørreport på ingen tid - og trænger I til et grønt afbræk, er Amager Fælles en oplagt destination! Book jeres fremvisning allerede nu!; ",2022-08-21
9dfd604b-5af8-453a-b85d-69b4ed38fc60-7195000,9dfd604b-5af8-453a-b85d-69b4ed38fc60,Nybolig Nørrebro - Fælledvej,12.564376,55.688904,EPSG4326,Sortedam Dossering,19,0,2200,København N,111,7195000,3,2,condo,,"Nu udbydes denne københavnerlejlighed med en god planløsning på en yderst attraktiv beliggenhed. Lejligheden er beliggende i en charmerende murstensejendom fra år 1890 og er genkendelig som den ikoniske smalle hvide bygning. Du bydes indenfor i lejlighedens lange fordelingsentré, hvor du fra entréen har adgang til alle samtlige rum og som gør lejligheden optimal som delevenlig. På din højre side kommer du ind i lejlighedens køkken. Køkkenet er et elementkøkken med hvide skabslåger med en lys træbordplade som går igen på den lille spiseplads der er etableret i køkkenet, hvor du har mulighed for at nyde dine måltider. I køkkenet medfølger hårde hvidevarer som køle/fryseskab, industrielle kogeplader, ovn og opvaskemaskine. Ved siden af køkkenet har du via bagtrappen direkte adgang til ejerforeningens gårdmiljø med cykelparkering, legeplads og bord/bænkesæt tilbagetrukket fra det charmerende byliv ved søerne. Går du videre forbi køkkenet bliver du mødt af et stort badeværelse med spotbelysning, der er separat bruseniche med mulighed for udluftning fra badeværelsesvinduet. Badeværelset har beton gulve, som giver en kontrast mod de hvide vægge og klinker. På badeværelset er der vaskemaskine og tørretumbler og med plads til opbevaring. Lejlighedens stue/spisestue er det største værelse med udsigt direkte til søen. Her har du mulighed for at indrette dig med både sofa- og spisearrangement. Lejligheden har yderligere to værelser, hvoraf det store har en fantastisk beliggenhed mod Sortedam Dosseringen. Begge rum kan anvendes til værelser ellers kan det ene anvendes som kontorplads med indbygget bogreol. Fælles for de tre rum er, at de har en ideel størrelse, hvilket tillader at indrette dig med både dobbeltseng og opbevaringsmøbler m.m. Gennem alle værelser bliver du mødt af klassiske og charmende træk, som stuk og roset. Alle værelserne har behandlet plankegulv, malet i hvid som er med til at modernisere lejligheden og forøge lysindtrykket. Lejligheden er beliggende direkte ud til Sortedam Dossering, som gør at lyset reflekterer fra søen og at du har sol det meste af dagen. Lejligheden er ligeledes ideel for dig, parret og som forældrekøb. Du kommer til at bo i et fredeligt og hyggeligt lille åndehul midt i et af byens mest spændende kvarterer. Nær opgangsdøren finder du Sankt Hans Torvs hyggelige liv, hvor du kan mødes med vennerne til en fyraftensøl i solen eller en hyggelig brunch på en af de mange caféer. Derudover byder kvarteret på et væld af spændende underholdningstilbud. En unik lejlighed der skal opleves, kontakt os for en fremvisning.",2022-08-21
265b3b0e-287f-4194-9bf9-e989865eb9bf-9995000,265b3b0e-287f-4194-9bf9-e989865eb9bf,home Brønshøj,12.495369,55.70776,EPSG4326,Klintevej,10,,2700,Brønshøj,163.4,9995000,5,2,villa,FANTASTISK CHARMERENDE VILLA PÅ EN AF BYENS MEST ATRAKTIVE ADRESSER.,"EJENDOMMEN:
Glæd dig til at flytte ind i denne store, lyse villa, som ligger på en af de mest attraktive adresser i Brønshøj. Her får du ikke blot en flot velholdt ejendom med blandt andet 3 gode soveværelser og et lækkert køkken-alrum. Du får også en dejlig ugenert have med hyggelig terrasse.

INDRETNINGEN:
Her er tale om 139 kvadratmeter i halvandet plan, der, takket været løbende vedligeholdelse, byder på alle de skønne detaljer som man forventer af en patriciervilla. Du kan eksempelvis glæde",2022-08-21
5db8af39-e9d6-47da-aac7-08e6fe247d34-5295000,5db8af39-e9d6-47da-aac7-08e6fe247d34,Brikk,12.573387,55.63282,EPSG4326,Edvard Thomsens Vej,11,3,2300,København S,115,5295000,4,2,condo,"LÆKKER, LYS OG RUMMELIG UDSIGTSLEJLIGHED I EN MODERNE BYDEL I RIVENDE UDVIKLING! ","I denne indflytningsklare 4 værelses lejlighed på 115 kvm har du ikke blot en fantastisk udsigt over Københavns skyline, du kan også nyde udsigten over golfbane og grønne områder direkte fra lejlighedens to solrige altaner. Indkøb kan foretages i Fields, Irma, Netto eller Rema1000, der alle ligger mindre end 5 minutters gang fra lejligheden. Ligeledes findes skole, gymnasium, restauranter, fitness center, Royal Arena, Bella Center og Ørestad Tog/Metro Station alle indenfor max. 5-10 minutters gang fra lejligheden. Lejligheden har en entré, et stort badeværelse med vaskemaskine og tørretumbler, 3 gode værelser samt et stort køkken/alrum/stue med et nyt køkken fra 2022. Lejligheden fremstår absolut velholdt og er indflytningsklar. Ørestad er en helt unik bydel hvor den moderne storby med alle dens kulturelle tilbud ligger side om side med vild natur og Amager Fælled eller Kalvebod Fælled er aldrig mere end få minutters gang væk. Med metro er Kongens Nytorv blot 9 minutter væk, og med Øresundstoget kan Kastrup Lufthavn nås på kun 6 minutter. Vi glæder os til at fremvise boligen til dig. ; ",2022-08-21
